Attendance_ID,Fellow_ID,Fellow_ID  (from Fellow_ID),Session,Year_of _imp,Date,School_ID,School_ID  (from School_ID),Supervisor_ID,Supervisor_ID (from Supervisor_ID),Attendance,absence_reason,Payment Initiated
TFW23_S_204_ANS23_School_25_Session4_45092,TFW23_S_204,TFW23_S_204,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_31,SPV23_S_31,,,
TFW23_S_180_ANS23_School_25_Session4_45092,TFW23_S_180,TFW23_S_180,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_26,SPV23_S_26,,,
TFW23_S_210_ANS23_School_25_Session4_45092,TFW23_S_210,TFW23_S_210,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_16,SPV23_S_16,,,
TFW23_S_221_ANS23_School_25_Session4_45092,TFW23_S_221,TFW23_S_221,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_35,SPV23_S_35,checked,,
TFW23_S_175_ANS23_School_25_Session4_45092,TFW23_S_175,TFW23_S_175,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_26,SPV23_S_26,,,
TFW23_S_267_ANS23_School_25_Session4_45092,TFW23_S_267,TFW23_S_267,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_36,SPV23_S_36,,,
TFW23_S_245_ANS23_School_25_Session4_45092,TFW23_S_245,TFW23_S_245,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_09,SPV23_S_09,,,
TFW23_S_220_ANS23_School_25_Session4_45092,TFW23_S_220,TFW23_S_220,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_35,SPV23_S_35,checked,,
TFW23_S_167_ANS23_School_25_Session4_45092,TFW23_S_167,TFW23_S_167,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_37,SPV23_S_37,,,
TFW23_S_178_ANS23_School_25_Session4_45092,TFW23_S_178,TFW23_S_178,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_26,SPV23_S_26,,,
TFW23_S_271_ANS23_School_25_Session4_45092,TFW23_S_271,TFW23_S_271,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_36,SPV23_S_36,,,
TFW23_S_196_ANS23_School_25_Session4_45092,TFW23_S_196,TFW23_S_196,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_29,SPV23_S_29,,,
TFW23_S_283_ANS23_School_25_Session4_45092,TFW23_S_283,TFW23_S_283,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_31,SPV23_S_31,,,
TFW23_S_226_ANS23_School_25_Session4_45092,TFW23_S_226,TFW23_S_226,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_22,SPV23_S_22,checked,,
TFW23_S_184_ANS23_School_25_Session4_45092,TFW23_S_184,TFW23_S_184,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_28,SPV23_S_28,,,
TFW23_S_301_ANS23_School_25_Session4_45092,TFW23_S_301,TFW23_S_301,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,"SPV23_S_24,SPV23_S_10","SPV23_S_24, SPV23_S_10",,,
TFW23_S_186_ANS23_School_25_Session4_45092,TFW23_S_186,TFW23_S_186,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_28,SPV23_S_28,,,
TFW23_S_195_ANS23_School_25_Session4_45092,TFW23_S_195,TFW23_S_195,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_29,SPV23_S_29,checked,,
TFW23_S_208_ANS23_School_25_Session4_45092,TFW23_S_208,TFW23_S_208,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_26,SPV23_S_26,,,
TFW23_S_236_ANS23_School_25_Session4_45092,TFW23_S_236,TFW23_S_236,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_16,SPV23_S_16,checked,,
TFW23_S_272_ANS23_School_25_Session4_45092,TFW23_S_272,TFW23_S_272,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_34,SPV23_S_34,,,
TFW23_S_263_ANS23_School_25_Session4_45092,TFW23_S_263,TFW23_S_263,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_36,SPV23_S_36,,,
TFW23_S_253_ANS23_School_25_Session4_45092,TFW23_S_253,TFW23_S_253,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_15,SPV23_S_15,checked,,
TFW23_S_268_ANS23_School_25_Session4_45092,TFW23_S_268,TFW23_S_268,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_36,SPV23_S_36,,,
TFW23_S_190_ANS23_School_25_Session4_45092,TFW23_S_190,TFW23_S_190,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_28,SPV23_S_28,,,
TFW23_S_281_ANS23_School_25_Session4_45092,TFW23_S_281,TFW23_S_281,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_34,SPV23_S_34,,,
TFW23_S_170_ANS23_School_25_Session4_45092,TFW23_S_170,TFW23_S_170,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_37,SPV23_S_37,,,
TFW23_S_197_ANS23_School_25_Session4_45092,TFW23_S_197,TFW23_S_197,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_29,SPV23_S_29,checked,,
TFW23_S_237_ANS23_School_25_Session4_45092,TFW23_S_237,TFW23_S_237,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_16,SPV23_S_16,checked,,
TFW23_S_279_ANS23_School_25_Session4_45092,TFW23_S_279,TFW23_S_279,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_34,SPV23_S_34,,,
TFW23_S_270_ANS23_School_25_Session4_45092,TFW23_S_270,TFW23_S_270,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_36,SPV23_S_36,,,
TFW23_S_166_ANS23_School_25_Session4_45092,TFW23_S_166,TFW23_S_166,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_37,SPV23_S_37,,,
TFW23_S_188_ANS23_School_25_Session4_45092,TFW23_S_188,TFW23_S_188,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_28,SPV23_S_28,,,
TFW23_S_234_ANS23_School_25_Session4_45092,TFW23_S_234,TFW23_S_234,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_16,SPV23_S_16,checked,,
TFW23_S_250_ANS23_School_25_Session4_45092,TFW23_S_250,TFW23_S_250,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_09,SPV23_S_09,,,
TFW23_S_232_ANS23_School_25_Session4_45092,TFW23_S_232,TFW23_S_232,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_16,SPV23_S_16,checked,,
TFW23_S_183_ANS23_School_25_Session4_45092,TFW23_S_183,TFW23_S_183,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_28,SPV23_S_28,,,
TFW23_S_291_ANS23_School_25_Session4_45092,TFW23_S_291,TFW23_S_291,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_31,SPV23_S_31,,,
TFW23_S_266_ANS23_School_25_Session4_45092,TFW23_S_266,TFW23_S_266,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_36,SPV23_S_36,,,
TFW23_S_209_ANS23_School_25_Session4_45092,TFW23_S_209,TFW23_S_209,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_29,SPV23_S_29,,,
TFW23_S_189_ANS23_School_25_Session4_45092,TFW23_S_189,TFW23_S_189,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_28,SPV23_S_28,,,
TFW23_S_298_ANS23_School_25_Session4_45092,TFW23_S_298,TFW23_S_298,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_10,SPV23_S_10,,,
TFW23_S_216_ANS23_School_25_Session4_45092,TFW23_S_216,TFW23_S_216,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_35,SPV23_S_35,checked,,
TFW23_S_168_ANS23_School_25_Session4_45092,TFW23_S_168,TFW23_S_168,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_37,SPV23_S_37,,,
TFW23_S_256_ANS23_School_25_Session4_45092,TFW23_S_256,TFW23_S_256,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_15,SPV23_S_15,,,
TFW23_S_231_ANS23_School_25_Session4_45092,TFW23_S_231,TFW23_S_231,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_22,SPV23_S_22,checked,,
TFW23_S_218_ANS23_School_25_Session4_45092,TFW23_S_218,TFW23_S_218,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_35,SPV23_S_35,checked,,
TFW23_S_278_ANS23_School_25_Session4_45092,TFW23_S_278,TFW23_S_278,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_34,SPV23_S_34,,,
TFW23_S_225_ANS23_School_25_Session4_45092,TFW23_S_225,TFW23_S_225,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_22,SPV23_S_22,checked,,
TFW23_S_176_ANS23_School_25_Session4_45092,TFW23_S_176,TFW23_S_176,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_26,SPV23_S_26,,,
TFW23_S_296_ANS23_School_25_Session4_45092,TFW23_S_296,TFW23_S_296,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_10,SPV23_S_10,,,
TFW23_S_248_ANS23_School_25_Session4_45092,TFW23_S_248,TFW23_S_248,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_09,SPV23_S_09,,,
TFW23_S_255_ANS23_School_25_Session4_45092,TFW23_S_255,TFW23_S_255,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_15,SPV23_S_15,,,
TFW23_S_249_ANS23_School_25_Session4_45092,TFW23_S_249,TFW23_S_249,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_09,SPV23_S_09,,,
TFW23_S_212_ANS23_School_25_Session4_45092,TFW23_S_212,TFW23_S_212,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_35,SPV23_S_35,checked,,
TFW23_S_287_ANS23_School_25_Session4_45092,TFW23_S_287,TFW23_S_287,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_31,SPV23_S_31,,,
TFW23_S_240_ANS23_School_25_Session4_45092,TFW23_S_240,TFW23_S_240,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_16,SPV23_S_16,,,
TFW23_S_172_ANS23_School_25_Session4_45092,TFW23_S_172,TFW23_S_172,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_26,SPV23_S_26,,,
TFW23_S_228_ANS23_School_25_Session4_45092,TFW23_S_228,TFW23_S_228,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_22,SPV23_S_22,checked,,
TFW23_S_222_ANS23_School_25_Session4_45092,TFW23_S_222,TFW23_S_222,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_22,SPV23_S_22,checked,,
TFW23_S_177_ANS23_School_25_Session4_45092,TFW23_S_177,TFW23_S_177,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_26,SPV23_S_26,,,
TFW23_S_275_ANS23_School_25_Session4_45092,TFW23_S_275,TFW23_S_275,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_34,SPV23_S_34,,,
TFW23_S_295_ANS23_School_25_Session4_45092,TFW23_S_295,TFW23_S_295,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_10,SPV23_S_10,,,
TFW23_S_288_ANS23_School_25_Session4_45092,TFW23_S_288,TFW23_S_288,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_31,SPV23_S_31,,,
TFW23_S_191_ANS23_School_25_Session4_45092,TFW23_S_191,TFW23_S_191,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_28,SPV23_S_28,,,
TFW23_S_242_ANS23_School_25_Session4_45092,TFW23_S_242,TFW23_S_242,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_09,SPV23_S_09,,,
TFW23_S_239_ANS23_School_25_Session4_45092,TFW23_S_239,TFW23_S_239,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_16,SPV23_S_16,checked,,
TFW23_S_205_ANS23_School_25_Session4_45092,TFW23_S_205,TFW23_S_205,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_10,SPV23_S_10,,,
TFW23_S_290_ANS23_School_25_Session4_45092,TFW23_S_290,TFW23_S_290,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_31,SPV23_S_31,,,
TFW23_S_264_ANS23_School_25_Session4_45092,TFW23_S_264,TFW23_S_264,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_36,SPV23_S_36,,,
TFW23_S_260_ANS23_School_25_Session4_45092,TFW23_S_260,TFW23_S_260,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_15,SPV23_S_15,,,
TFW23_S_273_ANS23_School_25_Session4_45092,TFW23_S_273,TFW23_S_273,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_34,SPV23_S_34,,,
TFW23_S_277_ANS23_School_25_Session4_45092,TFW23_S_277,TFW23_S_277,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_34,SPV23_S_34,,,
TFW23_S_173_ANS23_School_25_Session4_45092,TFW23_S_173,TFW23_S_173,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_26,SPV23_S_26,,,
TFW23_S_229_ANS23_School_25_Session4_45092,TFW23_S_229,TFW23_S_229,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_22,SPV23_S_22,checked,,
TFW23_S_217_ANS23_School_25_Session4_45092,TFW23_S_217,TFW23_S_217,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_35,SPV23_S_35,checked,,
TFW23_S_243_ANS23_School_25_Session4_45092,TFW23_S_243,TFW23_S_243,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_09,SPV23_S_09,,,
TFW23_S_282_ANS23_School_25_Session4_45092,TFW23_S_282,TFW23_S_282,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_31,SPV23_S_31,,,
TFW23_S_265_ANS23_School_25_Session4_45092,TFW23_S_265,TFW23_S_265,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_36,SPV23_S_36,,,
TFW23_S_165_ANS23_School_25_Session4_45092,TFW23_S_165,TFW23_S_165,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_37,SPV23_S_37,,,
TFW23_S_202_ANS23_School_25_Session4_45092,TFW23_S_202,TFW23_S_202,4,2023,22/6/2023,ANS23_School_25,ANS23_School_25,SPV23_S_09,SPV23_S_09,,,
TFW23_S_280_ANS23_School_26_Session0_45062,TFW23_S_280,TFW23_S_280,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_34,SPV23_S_34,,,
TFW23_S_272_ANS23_School_26_Session0_45062,TFW23_S_272,TFW23_S_272,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_34,SPV23_S_34,,,
TFW23_S_297_ANS23_School_26_Session0_45062,TFW23_S_297,TFW23_S_297,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_10,SPV23_S_10,,,
TFW23_S_178_ANS23_School_26_Session0_45062,TFW23_S_178,TFW23_S_178,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_26,SPV23_S_26,checked,,
TFW23_S_256_ANS23_School_26_Session0_45062,TFW23_S_256,TFW23_S_256,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_15,SPV23_S_15,,,
TFW23_S_192_ANS23_School_26_Session0_45062,TFW23_S_192,TFW23_S_192,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_29,SPV23_S_29,checked,,
TFW23_S_218_ANS23_School_26_Session0_45062,TFW23_S_218,TFW23_S_218,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_35,SPV23_S_35,,,
TFW23_S_245_ANS23_School_26_Session0_45062,TFW23_S_245,TFW23_S_245,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_09,SPV23_S_09,,,
TFW23_S_203_ANS23_School_26_Session0_45062,TFW23_S_203,TFW23_S_203,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_28,SPV23_S_28,,,
TFW23_S_198_ANS23_School_26_Session0_45062,TFW23_S_198,TFW23_S_198,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_29,SPV23_S_29,,,
TFW23_S_281_ANS23_School_26_Session0_45062,TFW23_S_281,TFW23_S_281,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_34,SPV23_S_34,,,
TFW23_S_301_ANS23_School_26_Session0_45062,TFW23_S_301,TFW23_S_301,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,"SPV23_S_24,SPV23_S_10","SPV23_S_24, SPV23_S_10",,,
TFW23_S_210_ANS23_School_26_Session0_45062,TFW23_S_210,TFW23_S_210,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_16,SPV23_S_16,,,
TFW23_S_185_ANS23_School_26_Session0_45062,TFW23_S_185,TFW23_S_185,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_28,SPV23_S_28,checked,,
TFW23_S_222_ANS23_School_26_Session0_45062,TFW23_S_222,TFW23_S_222,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_22,SPV23_S_22,,,
TFW23_S_257_ANS23_School_26_Session0_45062,TFW23_S_257,TFW23_S_257,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_15,SPV23_S_15,,,
TFW23_S_174_ANS23_School_26_Session0_45062,TFW23_S_174,TFW23_S_174,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_26,SPV23_S_26,checked,,
TFW23_S_250_ANS23_School_26_Session0_45062,TFW23_S_250,TFW23_S_250,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_09,SPV23_S_09,,,
TFW23_S_166_ANS23_School_26_Session0_45062,TFW23_S_166,TFW23_S_166,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_37,SPV23_S_37,checked,,
TFW23_S_228_ANS23_School_26_Session0_45062,TFW23_S_228,TFW23_S_228,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_22,SPV23_S_22,,,
TFW23_S_227_ANS23_School_26_Session0_45062,TFW23_S_227,TFW23_S_227,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_22,SPV23_S_22,,,
TFW23_S_169_ANS23_School_26_Session0_45062,TFW23_S_169,TFW23_S_169,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_37,SPV23_S_37,,,
TFW23_S_269_ANS23_School_26_Session0_45062,TFW23_S_269,TFW23_S_269,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_36,SPV23_S_36,,,
TFW23_S_199_ANS23_School_26_Session0_45062,TFW23_S_199,TFW23_S_199,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_29,SPV23_S_29,,,
TFW23_S_212_ANS23_School_26_Session0_45062,TFW23_S_212,TFW23_S_212,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_35,SPV23_S_35,,,
TFW23_S_286_ANS23_School_26_Session0_45062,TFW23_S_286,TFW23_S_286,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_31,SPV23_S_31,,,
TFW23_S_201_ANS23_School_26_Session0_45062,TFW23_S_201,TFW23_S_201,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_29,SPV23_S_29,,,
TFW23_S_241_ANS23_School_26_Session0_45062,TFW23_S_241,TFW23_S_241,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_16,SPV23_S_16,,,
TFW23_S_282_ANS23_School_26_Session0_45062,TFW23_S_282,TFW23_S_282,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_31,SPV23_S_31,,,
TFW23_S_253_ANS23_School_26_Session0_45062,TFW23_S_253,TFW23_S_253,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_15,SPV23_S_15,,,
TFW23_S_194_ANS23_School_26_Session0_45062,TFW23_S_194,TFW23_S_194,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_29,SPV23_S_29,,,
TFW23_S_188_ANS23_School_26_Session0_45062,TFW23_S_188,TFW23_S_188,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_28,SPV23_S_28,checked,,
TFW23_S_216_ANS23_School_26_Session0_45062,TFW23_S_216,TFW23_S_216,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_35,SPV23_S_35,,,
TFW23_S_271_ANS23_School_26_Session0_45062,TFW23_S_271,TFW23_S_271,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_36,SPV23_S_36,,,
TFW23_S_285_ANS23_School_26_Session0_45062,TFW23_S_285,TFW23_S_285,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_31,SPV23_S_31,,,
TFW23_S_187_ANS23_School_26_Session0_45062,TFW23_S_187,TFW23_S_187,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_28,SPV23_S_28,checked,,
TFW23_S_197_ANS23_School_26_Session0_45062,TFW23_S_197,TFW23_S_197,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_29,SPV23_S_29,,,
TFW23_S_274_ANS23_School_26_Session0_45062,TFW23_S_274,TFW23_S_274,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_34,SPV23_S_34,,,
TFW23_S_243_ANS23_School_26_Session0_45062,TFW23_S_243,TFW23_S_243,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_09,SPV23_S_09,,,
TFW23_S_292_ANS23_School_26_Session0_45062,TFW23_S_292,TFW23_S_292,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_10,SPV23_S_10,,,
TFW23_S_276_ANS23_School_26_Session0_45062,TFW23_S_276,TFW23_S_276,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_34,SPV23_S_34,,,
TFW23_S_298_ANS23_School_26_Session0_45062,TFW23_S_298,TFW23_S_298,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_10,SPV23_S_10,,,
TFW23_S_176_ANS23_School_26_Session0_45062,TFW23_S_176,TFW23_S_176,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_26,SPV23_S_26,checked,,
TFW23_S_263_ANS23_School_26_Session0_45062,TFW23_S_263,TFW23_S_263,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_36,SPV23_S_36,,,
TFW23_S_254_ANS23_School_26_Session0_45062,TFW23_S_254,TFW23_S_254,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_15,SPV23_S_15,,,
TFW23_S_217_ANS23_School_26_Session0_45062,TFW23_S_217,TFW23_S_217,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_35,SPV23_S_35,,,
TFW23_S_184_ANS23_School_26_Session0_45062,TFW23_S_184,TFW23_S_184,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_28,SPV23_S_28,checked,,
TFW23_S_186_ANS23_School_26_Session0_45062,TFW23_S_186,TFW23_S_186,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_28,SPV23_S_28,checked,,
TFW23_S_270_ANS23_School_26_Session0_45062,TFW23_S_270,TFW23_S_270,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_36,SPV23_S_36,,,
TFW23_S_261_ANS23_School_26_Session0_45062,TFW23_S_261,TFW23_S_261,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_15,SPV23_S_15,,,
TFW23_S_235_ANS23_School_26_Session0_45062,TFW23_S_235,TFW23_S_235,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_16,SPV23_S_16,,,
TFW23_S_173_ANS23_School_26_Session0_45062,TFW23_S_173,TFW23_S_173,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_26,SPV23_S_26,checked,,
TFW23_S_193_ANS23_School_26_Session0_45062,TFW23_S_193,TFW23_S_193,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_29,SPV23_S_29,checked,,
TFW23_S_170_ANS23_School_26_Session0_45062,TFW23_S_170,TFW23_S_170,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_37,SPV23_S_37,checked,,
TFW23_S_224_ANS23_School_26_Session0_45062,TFW23_S_224,TFW23_S_224,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_22,SPV23_S_22,,,
TFW23_S_247_ANS23_School_26_Session0_45062,TFW23_S_247,TFW23_S_247,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_09,SPV23_S_09,,,
TFW23_S_213_ANS23_School_26_Session0_45062,TFW23_S_213,TFW23_S_213,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_35,SPV23_S_35,,,
TFW23_S_284_ANS23_School_26_Session0_45062,TFW23_S_284,TFW23_S_284,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_31,SPV23_S_31,,,
TFW23_S_226_ANS23_School_26_Session0_45062,TFW23_S_226,TFW23_S_226,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_22,SPV23_S_22,,,
TFW23_S_277_ANS23_School_26_Session0_45062,TFW23_S_277,TFW23_S_277,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_34,SPV23_S_34,,,
TFW23_S_200_ANS23_School_26_Session0_45062,TFW23_S_200,TFW23_S_200,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_29,SPV23_S_29,,,
TFW23_S_191_ANS23_School_26_Session0_45062,TFW23_S_191,TFW23_S_191,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_28,SPV23_S_28,checked,,
TFW23_S_181_ANS23_School_26_Session0_45062,TFW23_S_181,TFW23_S_181,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_26,SPV23_S_26,checked,,
TFW23_S_293_ANS23_School_26_Session0_45062,TFW23_S_293,TFW23_S_293,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_10,SPV23_S_10,,,
TFW23_S_242_ANS23_School_26_Session0_45062,TFW23_S_242,TFW23_S_242,0,2023,16/5/2023,ANS23_School_26,ANS23_School_26,SPV23_S_09,SPV23_S_09,,,
